total_cost_prio,yearly_prio,yearly_io_prio,total_cost_random,yearly_random,yearly_io_random,share_private,share_state,total_public_prio,yearly_public_prio,total_public_random,yearly_public_random
3154262461062.06,116824535594.891,58893431300.4125,3008169285441.78,111413677238.585,52520245938.172,0.735943587218501,0.264056412781498,649664519742.722,24061648879.3601,619574584631.527,22947206838.2047
