"endogenous_C","share_roof","roof_mat","roof_inst","share_wall","wall_mat","wall_inst","share_ceiling","ceiling_mat","ceiling_inst","share_window","window_mat","window_inst","share_chem","share_keramik","share_glass","hp_inst","hp_electricity","hp_machines","Wages and salaries"
"True",0.37836054513811,0.238074243893837,0.761925756106163,0.344368802896826,0.357484369253402,0.642515630746598,0.0672124473078261,0.439746300211416,0.560253699788584,0.210058204657238,0.5,0.5,0.35,0.37,0.28,0.48,0.12,0.4,0
