"year","full_renovations_prio","full_renovations_rand","full_renovations_prio_partial","full_renovations_rand_partial","full_renovations_prio_m2","full_renovations_rand_m2","sqm_prio","sqm_rand","sqm_prio_renovated","sqm_rand_renovated","share_flats_prio","share_flats_rand","rate_renovation"
2048,0.0149917267044331,0.0147470689355828,0.0127273959209111,0.0110164614714457,0.0108021319021413,0.0102113166483774,194.358898683992,201.358079763515,145.882211587736,140.191135189592,0.118057959709541,0.135163430139569,1.5
2049,0.0150080197030032,0.0146897806502881,0.0126821221644906,0.0110135612439248,0.0106348704579226,0.0102819200633785,190.245754919003,203.590417438268,143.467434448545,141.710957145132,0.116616544315597,0.141594028542416,1.5
2050,0.0149996761109936,0.0147265055946456,0.0127279283729268,0.011065851811653,0.0105324230005306,0.0103068104467469,189.928537535,203.05180246657,142.164424248538,141.699755665263,0.122725719841969,0.139456449972335,1.5
2051,0.0149953400710515,0.014975565101013,0.0126223698728414,0.0112082052063919,0.0102923648143085,0.0105231274672264,188.336273549845,203.136074313952,138.964340678205,142.26764113949,0.121271599313025,0.139944811732546,1.5
2052,0.0150012528527907,0.0151599124961244,0.0123918876282957,0.011228684574096,0.0101637748104739,0.0105555049051797,189.997108819806,204.768284009297,137.174069214169,140.970044390544,0.127617829708586,0.139716493393363,1.5
2053,0.0150040121509356,0.0153258645702695,0.0123866050841261,0.0115296473279483,0.00993255346035685,0.0106338937188583,186.392687208416,202.222656780483,134.028767272377,140.479143611998,0.124178999912423,0.138460813017883,1.5
2054,0.0149951429783269,0.0152978774033709,0.0120075434502568,0.0114640769880962,0.00969647149471548,0.0106547037625749,190.486751911915,201.047760300169,130.920493320445,141.011561656754,0.132664461433981,0.135707935908057,1.5
2055,0.0150046034291095,0.0146724364905199,0.0118641578747201,0.0109083331560557,0.00935600848681201,0.00996865183406201,185.977969378963,199.800133028811,126.24395875698,137.555737231498,0.12601307418483,0.13567184428633,1.5
2056,0.0149986906473704,0.0148960053378342,0.0117962801986619,0.0112155903748635,0.00929748770320237,0.0101207264970043,185.759683708457,197.531418799888,125.503773539267,137.558169658032,0.131669433506056,0.137163926328412,1.5
2057,0.014998887740095,0.0151740374747234,0.0120681691790158,0.011286943347497,0.00930020725157831,0.0104212435539459,181.396174333729,200.842119832286,125.538834178099,139.047412858126,0.132280926141685,0.131619964670426,1.5
2058,0.0150019098285395,0.0148918006930419,0.0117276864048935,0.0109675554824126,0.00901801263735402,0.0103401527905674,182.060369574092,205.022108913507,121.705108526342,140.580233433147,0.133655648396303,0.144173078280505,1.5
2059,0.0149924493777569,0.0151262753377861,0.0114459669113681,0.0112892479693877,0.00874982333305585,0.0103567593081135,181.803563773623,200.674954054987,118.160198619871,138.623353556144,0.140313053233068,0.135423317306643,1.5
2060,0.015007625517554,0.0143254219000074,0.011432041588174,0.0107378628560001,0.00846866969576061,0.0100877627626678,176.457523316331,204.810617664342,114.247769305562,142.571250246638,0.127388535031843,0.143636121824705,1.5
