"year","full_renovations_prio","full_renovations_rand","full_renovations_prio_partial","full_renovations_rand_partial","full_renovations_prio_m2","full_renovations_rand_m2","sqm_prio","sqm_rand","sqm_prio_renovated","sqm_rand_renovated","share_flats_prio","share_flats_rand","rate_renovation"
2039,0.0250079789705311,0.0246783085397863,0.0212662811152891,0.0185096415363195,0.0176963570910673,0.0172972478210676,189.612976827963,204.146569044096,143.268197490361,141.907757491368,0.11858569353191,0.141094413459887,2.5
2040,0.0249927371331591,0.024933806408492,0.0208740193798956,0.0187158108659445,0.0171555952163973,0.0174700830665025,189.68141412184,201.551794178236,138.974937783154,141.85704402141,0.123810199752386,0.136539454685354,2.5
2041,0.0250075847850818,0.0252655134640575,0.020670612627496,0.0188204977617502,0.0167040342361279,0.0175339257138198,187.64638211163,204.352881059797,135.236567954171,140.506220785077,0.125050243401374,0.141819628523077,2.5
2042,0.0249987156124732,0.0250086359462794,0.0199073184878974,0.0186674886801779,0.0159518043784599,0.0172814633919832,189.07869690787,201.10867816962,129.192302450297,139.905578083636,0.130140442351366,0.136603767637003,2.5
2043,0.0250000295639707,0.0249001692501538,0.0198116308275076,0.0186770026471948,0.0154947616817935,0.0169340162817379,184.50222226374,197.994412485082,125.484157107997,137.689934412381,0.13018616042804,0.133927157979178,2.5
2044,0.0250004894469948,0.0250233522030525,0.0197448877921431,0.0184980080215523,0.0152216215134087,0.0172899987644334,181.826932518248,203.440926558564,123.26986687155,139.892358676964,0.133442301577508,0.139989025616533,2.5
2045,0.0249935255040577,0.0248110176410426,0.0191027680083232,0.0185983429473676,0.0143810218688883,0.0172855360787647,178.619103562202,203.076251248745,116.494855024089,141.053151707945,0.132480620766345,0.138433226092609,2.5
2046,0.0250033144427147,0.0243893049078924,0.0188430441589475,0.0182047530361002,0.0138588146390717,0.0167922273973165,177.282417608346,201.383981005258,112.220712730584,139.396992114638,0.133900184454344,0.14088073354956,2.5
2047,0.0250016063057678,0.024782504893545,0.0182086218809148,0.0183100873575787,0.0132497549075566,0.016951660314207,174.84367419257,202.081549971454,107.296227301871,138.487813881271,0.133121012413425,0.138168341635286,2.5
2048,0.0249988470076228,0.0249252000261828,0.0179007494817656,0.0185379550006035,0.0128649223578306,0.0172077183434513,174.525580092785,200.808360313044,104.191360739546,139.774888916219,0.142386351093532,0.137324621171198,2.5
2049,0.0249978615439998,0.0249477999919412,0.0171459214983125,0.0186403608623797,0.0119986199294598,0.0171501078248175,170.769904643604,200.285466210019,97.1791190092686,139.180733307547,0.133351204602386,0.140992318367725,2.5
2050,0.0250021318863669,0.0242502888394478,0.0165784635098561,0.0179736342498501,0.0114562683674996,0.0164828356276282,170.305845307027,199.743442752407,92.7706620628767,137.613021676668,0.138899107640249,0.138925010836595,2.5
2051,0.0249997667736711,0.0249384709363082,0.0157068007106287,0.0187862207627152,0.0109146451452637,0.0175440671386567,171.953102090952,203.620014774948,88.3930628498714,142.431149045475,0.148898372787298,0.142836444104915,2.5
2052,0.0250026574669658,0.0255451880403187,0.0152229525939322,0.0188652659280122,0.0101920241760658,0.0175645197207497,166.611240473429,202.43887813141,82.5313203619916,139.210404145763,0.144676959944516,0.136769282205603,2.5
2053,0.0249932627137581,0.0242834004171871,0.0139927869614151,0.0181468348041621,0.00936874520364573,0.0169607957888105,168.052705496826,203.286348312426,75.8932223164871,141.410364978434,0.151197726776888,0.143064303183787,2.5
2054,0.0250063365311591,0.0244153211475446,0.0127418351606917,0.0181125346221641,0.00857858005745086,0.0168155725268432,170.077685188548,200.802229922107,69.4560140185086,139.442042798125,0.156320606996871,0.138847031472005,2.5
2055,0.0249940510846568,0.0247560944684434,0.0122866055890519,0.0183646947205026,0.00804916908548634,0.0169696383801482,167.08921751156,201.922506109639,65.2016995965594,138.782585965913,0.167069269610809,0.146701732131355,2.5
2056,0.0250021975839418,0.0255791536865312,0.0102941872060635,0.0191392075804456,0.00708454834346277,0.0175276169160023,172.803293046443,200.477217920661,57.3691617680226,138.733460917566,0.184620235702198,0.137563664289195,2.5
2057,0.0250039714184634,0.0247541235411971,0.00910020759238749,0.0186303874834788,0.00603744194995471,0.0172966929281359,170.53978439573,202.130806964131,48.886449125617,141.468595029937,0.187917770210638,0.142997805137636,2.5
2058,0.0249964161973523,0.0247393415868493,0.00706880720411014,0.018603685715622,0.00480069238850055,0.0170565720216467,171.030246630213,199.371541652111,38.8839745980443,139.58801595155,0.185871944953327,0.137028499803497,2.5
2059,0.0250050225796615,0.0252633454440866,0.00510182670339807,0.0190844079015399,0.0035277866322904,0.0178245283109966,169.515964200255,203.049797018468,28.5640364314351,142.847190964536,0.185072305364068,0.137827014094775,2.5
2060,0.0249977958464246,0.00574952326556221,0.0035023309510849,0.0043423270349174,0.00255812062998117,0.00395803863296816,169.081215540382,198.060875716803,20.718762986581,139.37751346505,0.188437258540143,0.131177512426441,2.5
