"year","full_renovations_prio","full_renovations_rand","full_renovations_prio_partial","full_renovations_rand_partial","full_renovations_prio_m2","full_renovations_rand_m2","sqm_prio","sqm_rand","sqm_prio_renovated","sqm_rand_renovated","share_flats_prio","share_flats_rand","rate_renovation"
2023,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3
2024,0.0299996150122853,0.0294400687670377,0.0287860825433113,0.0219660507624939,0.0535123451933664,0.0202581282880153,392.715598023912,200.682955699522,361.146010926093,139.317289390681,0.107132220256144,0.139383863517194,3
2025,0.0299980382704883,0.0298553431378496,0.0279601128549527,0.022259874452569,0.0394494571879002,0.0207082841431045,301.97168142309,202.928673922718,266.251888036557,140.432157305564,0.0986842105263214,0.141406050576997,3
2026,0.029996527226266,0.0298957471464002,0.0278004302932238,0.0224372314984425,0.0348567803751869,0.0205925135508712,270.314404911935,200.562697052514,235.266889642041,139.458332454609,0.0983387540107595,0.138050460278097,3
2027,0.030005724886749,0.0302958453774153,0.027607231304624,0.0227258521610178,0.0320187058434316,0.0209335640910064,251.910224689633,200.232166239065,216.044975444344,139.895781900464,0.0986151404017796,0.134579228478942,3
2028,0.0299917970008746,0.029805544376091,0.0273936409066638,0.022229392364397,0.0296080785357158,0.0205001774890488,236.371775239403,201.862740851992,199.87213671699,139.253167313689,0.0969961424975905,0.144199189733707,3
2029,0.0300004690807586,0.0305080485442753,0.0273283210241372,0.023060152144463,0.0285113707421642,0.0214835851885736,228.179690022393,203.128719414044,192.413071017275,142.572855751735,0.104457510757817,0.137648561172012,3
2030,0.0300039510522273,0.0303525423845361,0.0268277531555005,0.0228489836146182,0.0268746125014676,0.0210602727038357,220.46687609306,200.53352908616,181.34612575036,140.479656083535,0.101861624092952,0.136492324741795,3
2031,0.0299971842020146,0.0294540623504869,0.0267570319433407,0.0217126324671043,0.0259402683891098,0.0203885847112123,214.620399316748,203.139637119897,175.080788698111,140.147836313175,0.107359914147119,0.143154119305527,3
2032,0.0300005347783335,0.0309346228979666,0.0262887482306165,0.0229899486656888,0.0250101562839137,0.0211474304122699,213.543886040084,200.901982023613,168.784253917849,138.406758473044,0.118560110019588,0.135283224030736,3
2033,0.0300046080279759,0.0302440099908354,0.0261804010037009,0.02258814985107,0.024101074320569,0.0212291108761486,207.005884691954,203.022026418983,162.627117154236,142.114028834714,0.116879932035359,0.138155150841114,3
2034,0.0299965272262658,0.0300360771663425,0.0261292617891885,0.0221444115215736,0.0232922980689461,0.0204734577155451,200.898809169209,201.336708698474,157.212067790323,138.004263463833,0.116341973564626,0.139680262124707,3
2035,0.0300046080279759,0.0310533384157735,0.0256209710641065,0.0233104919131077,0.0222697434116822,0.0215749337021188,198.638973011268,202.126781744838,150.269822939615,140.664884112275,0.122879389018816,0.135400733279614,3
2036,0.029999746407435,0.0294368495858684,0.0254095180854016,0.0220300227153705,0.0214370023600639,0.0204932367117559,192.301209867973,202.472076378007,144.674167279929,140.949567272808,0.117336860592958,0.138372471912638,3
2037,0.0299950161820436,0.0297020706956561,0.0253502982457681,0.022274057018045,0.0208247878148393,0.0208299379139734,189.132520630221,203.094291710841,140.564613763307,141.98607933531,0.121998764680383,0.139702678371982,3
2038,0.0300052650037247,0.0304857770663913,0.0247784927124216,0.0227583319020442,0.0200963282708308,0.0211893986240381,188.194732281976,203.48854171932,135.601273621565,140.723257869974,0.125898256692326,0.139085235501018,3
2039,0.0299997464074349,0.0299703138938884,0.0238717013249769,0.022372410144152,0.0190524799815275,0.020623355596637,188.231649720851,200.436964832122,128.581488663735,139.31970869248,0.129337719048529,0.135690266689482,3
2040,0.0299975783874638,0.0300700428125552,0.0238644493776776,0.0225025337223604,0.0185976949547807,0.0205419700509502,183.577914686346,199.202074935858,125.521303973869,138.309676141358,0.13197518183273,0.134366315347927,3
2041,0.0299943592062946,0.0300180760308255,0.0231736533162615,0.0222568034518002,0.0177678359704099,0.0206969120986808,181.932007173127,202.831553420946,119.93321261899,139.59415078775,0.13698330091645,0.139764025098889,3
2042,0.0300086155800435,0.0291251145930661,0.0227666501265563,0.0218060080183054,0.0167673562230453,0.0202885083098491,176.571020618412,203.544240719797,113.126187232233,141.03502944397,0.131094710893266,0.143056611349357,3
2043,0.0299973812947391,0.0297314375116272,0.021941817010261,0.0220179273533531,0.0159724118594156,0.0203841561723257,174.815568126627,201.62216586649,107.803205816,138.810190208355,0.131669433506074,0.137222406363955,3
2044,0.02999954931471,0.0295807272748542,0.0213714246076958,0.0220316465600997,0.015314317871409,0.020379023959973,174.109073317593,200.689801607541,103.354037303108,139.482284443451,0.141032912789556,0.139520628264827,3
2045,0.0299999435001594,0.029804493214893,0.0203813828781657,0.0222295506106786,0.0141960922554773,0.0205772786043908,170.928460065745,200.651433560799,95.8060412621689,139.781827849645,0.135643848396006,0.140545163579952,3
2046,0.0299963301335411,0.029853437908178,0.0194388576268588,0.0223070496507234,0.0133759580342478,0.020732282902121,169.592615699936,202.864656875866,90.2820250711126,140.603876335882,0.140040562264844,0.140446780089234,3
2047,0.030002899891029,0.0304763166156087,0.0183449540620636,0.0225966716170194,0.0125207240412612,0.0208348648889,169.038351270543,200.62345939727,84.4910544110362,138.411677070658,0.146228666774709,0.136455351291709,3
2048,0.0299958045529419,0.0291753732378489,0.0170110555811261,0.0217853531692015,0.0113881329773699,0.020386594088729,168.179915000954,203.739132018681,76.8663985993212,141.472743092985,0.15322817330818,0.142990321694465,3
2049,0.0300063161649225,0.029363596789878,0.0153520522261248,0.0218253981807561,0.0103124781656852,0.0202503222112817,169.789455373182,200.890992512962,69.5816751857632,139.626292102553,0.159523924209734,0.140820805860168,3
2050,0.0299996150122845,0.0297027933689797,0.0139537917172858,0.0219789578198567,0.00929028296630119,0.0203516983486574,169.224480234024,202.781081163562,62.6985907930327,138.722811487711,0.1731372308555,0.144874965163673,3
2051,0.0299964615286904,0.0306423343873286,0.0118345800203301,0.0230792327887198,0.00785909700309425,0.0211627343940909,169.589931466351,200.030594853,53.04532825514,139.828098852092,0.180251607590296,0.137902940514367,3
2052,0.0299986952462364,0.0296714556257625,0.00912416741043861,0.0222904094727786,0.00624748855690834,0.0204803865141722,172.419365618532,199.710519408536,42.1645648257738,139.747425290792,0.191713861477223,0.138208339883596,3
2053,0.0300069074430963,0.0301271997027001,0.00632887808152367,0.0227609197616416,0.00436887176515672,0.0212454796155708,169.857716747525,203.070884548542,29.4776309920397,142.775040683725,0.184436324147293,0.138996105317807,3
2054,0.0299915342105744,0.00574952326556221,0.00405888304118244,0.0043423270349174,0.00297796518097292,0.00395803863296816,169.330762316891,198.060875716803,20.1032119801549,139.37751346505,0.19062055731652,0.131177512426441,3
2055,0.0300015859395308,0,0.0022890955767684,0,0.00177206295863361,0,174.903830259219,NA,11.9585756113983,NA,0.224192072035784,NA,3
2056,0.0300067103503717,0,0.000193093266111809,0,0.000171962445931781,0,190.510405044748,NA,1.16027182602285,NA,0.142137758900048,NA,3
2057,0.0100003534529777,0,0,0,0,0,299.670629102249,NA,0,NA,0.393383174131868,NA,3
2058,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3
2059,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3
2060,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3
