"year","sum_saved_kw_direct_prio","sum_saved_ghg_direct_prio","sum_saved_kw_prio","sum_saved_ghg_old_prio","sum_saved_ghg_neutral_prio","sum_saved_ghg_decarb_prio","sum_saved_kw_direct_rand","sum_saved_ghg_direct_rand","sum_saved_kw_rand","sum_saved_ghg_old_rand","sum_saved_ghg_neutral_rand","sum_saved_ghg_decarb_rand","cum_saved_kw_direct_prio","cum_saved_ghg_direct_prio","cum_saved_kw_prio","cum_saved_ghg_old_prio","cum_saved_ghg_neutral_prio","cum_saved_ghg_decarb_prio","cum_saved_kw_direct_rand","cum_saved_ghg_direct_rand","cum_saved_kw_rand","cum_saved_ghg_old_rand","cum_saved_ghg_neutral_rand","cum_saved_ghg_decarb_rand","remain_kw_direct_prio","remain_ghg_direct_prio","remain_kw_prio","remain_ghg_old_prio","remain_ghg_neutral_prio","remain_ghg_decarb_prio","remain_kw_direct_rand","remain_ghg_direct_rand","remain_kw_rand","remain_ghg_old_rand","remain_ghg_neutral_rand","remain_ghg_decarb_rand","relative_kw_direct_prio","relative_ghg_direct_prio","relative_kw_prio","relative_ghg_old_prio","relative_ghg_neutral_prio","relative_ghg_decarb_prio","relative_kw_direct_rand","relative_ghg_direct_rand","relative_kw_rand","relative_ghg_old_rand","relative_ghg_neutral_rand","relative_ghg_decarb_rand"
2033,83290232.780718,2.82034491291578e-05,88379390.2600761,2.34176467976119e-05,2.82295281005109e-05,3.07324419873671e-05,75131773.5689676,2.62130507591135e-05,81275291.7981907,2.18878852444683e-05,2.65808828374999e-05,2.95446483570678e-05,1228064838.68599,0.000393049099616571,1322280242.0819,0.000356347664817509,0.000418222608520356,0.000446094149475867,743231337.955986,0.000259087938371989,809922842.45093,0.000219604865616811,0.00026570820450751,0.000295535261464581,1795316410.80207,0.000284794615207667,2063407284.45816,0.000424535399048221,0.000362660455345374,0.000334788914389864,2280149911.53207,0.000418755776452249,2575764684.08913,0.000561278198248919,0.000515174859358221,0.000485347802401149,0.593810790850829,0.420147902797201,0.609450006323183,0.543660656368414,0.464423512465539,0.42873117612835,0.754172141511483,0.617776291635057,0.760780392135415,0.718773686127003,0.659733682541235,0.621537109536547
2034,77548689.593399,2.67435315898698e-05,82009612.9339064,2.19745572251169e-05,2.66644333617927e-05,2.9101108029468e-05,74500429.7773387,2.5915554129741e-05,80876469.0908065,2.18022283930843e-05,2.64117617292276e-05,2.93196034087236e-05,1305613528.27938,0.000419792631206441,1404289855.0158,0.000378322222042626,0.000444887041882149,0.000475195257505335,817731767.733325,0.00028500349250173,890799311.541737,0.000241407094009896,0.000292119966236737,0.000324854864873305,1717767721.20867,0.000258051083617798,1981397671.52426,0.000402560841823104,0.000335996021983581,0.000305687806360396,2205649481.75473,0.000392840222322508,2494888214.99832,0.000539475969855835,0.000488763097628993,0.000456028198992425,0.568161134656616,0.380694071471488,0.585227566333952,0.515520006068825,0.430276999888109,0.391464254387975,0.729530714040186,0.579543947566689,0.736892638626911,0.690853720383153,0.625910741628063,0.583990382292165
2035,72628143.1732506,2.53180663383072e-05,77655408.536043,2.07574882862975e-05,2.5294450972214e-05,2.7738344831333e-05,74071852.2554471,2.58217722246799e-05,81030763.2790355,2.20612368646726e-05,2.6688472642111e-05,2.96320889621829e-05,1378241671.45264,0.000445110697544748,1481945263.55185,0.000399079710328924,0.000470181492854363,0.000502933602336668,891803619.988772,0.00031082526472641,971830074.820772,0.000263468330874568,0.000318808438878848,0.000354486953835488,1645139578.03542,0.000232733017279491,1903742262.98821,0.000381803353536807,0.000310701571011367,0.000277949461529063,2131577629.49928,0.000367018450097828,2413857451.71929,0.000517414732991162,0.000462074624986882,0.000426396110030242,0.544138976291525,0.34334318101605,0.562291188441039,0.488937936042184,0.397884888773553,0.355942489203294,0.705031040944711,0.541449956783909,0.712959312635116,0.662602068009673,0.591733444312904,0.546043485588464
2036,67794028.7671872,2.42054736095807e-05,72317133.2492655,1.94210615797941e-05,2.38805754841939e-05,2.63806875494425e-05,76807266.6562954,2.66725164270392e-05,83616981.8441178,2.2651165746411e-05,2.73185975453909e-05,3.0446284144683e-05,1446035700.21982,0.000469316171154329,1554262396.80111,0.000418500771908718,0.000494062068338557,0.00052931428988611,968610886.645068,0.00033749778115345,1055447056.66489,0.000286119496620979,0.000346127036424239,0.000384933237980171,1577345549.26823,0.00020852754366991,1831425129.73895,0.000362382291957013,0.000286820995527173,0.00025156877397962,2054770362.84299,0.000340345933670789,2330240469.87517,0.000494763567244751,0.000434756027441491,0.000395949825885559,0.521715727890858,0.307633661136742,0.540931528790709,0.464067296021319,0.367303388688285,0.322159341930454,0.679626614470444,0.502100891735846,0.688262118582608,0.633594951842653,0.556749208119906,0.507053929336648
2037,62682732.5553918,2.29737644279727e-05,66817677.2463317,1.81389863911125e-05,2.25555002322593e-05,2.50289338721833e-05,72472941.4407409,2.52287608458942e-05,79129616.2307569,2.14216545942577e-05,2.59249451306141e-05,2.88182263699662e-05,1508718432.77521,0.000492289935582301,1621080074.04744,0.00043663975829983,0.000516617568570816,0.000554343223758293,1041083828.08581,0.000362726541999344,1134576672.89565,0.000307541151215237,0.000372051981554853,0.000413751464350137,1514662816.71284,0.000185553779241937,1764607452.49262,0.0003442433055659,0.000264265495294914,0.000226539840107437,1982297421.40225,0.000315117172824895,2251110853.64441,0.000473341912650493,0.000408831082310877,0.000367131599515593,0.500983068863484,0.273741240324181,0.521196193877916,0.440838483372578,0.33841878191938,0.290107252404682,0.655655789933177,0.4648817506652,0.664890317254084,0.606162349465275,0.52354968525886,0.470149266265455
2038,58607582.8331615,2.17645999624795e-05,62873719.9006872,1.70430778123007e-05,2.12898658111498e-05,2.37856078544083e-05,74128670.655213,2.58622058525923e-05,80618359.2330871,2.18114139603223e-05,2.64019603451799e-05,2.94145056249159e-05,1567326015.60838,0.000514054535544781,1683953793.94813,0.000453682836112131,0.000537907434381966,0.000578128831612702,1115212498.74102,0.000388588747851936,1215195032.12873,0.000329352565175559,0.000398453941900033,0.000443165969975053,1456055233.87968,0.000163789179279458,1701733732.59193,0.000327200227753599,0.000242975629483764,0.000202754232253029,1908168750.74704,0.000289254966972302,2170492494.41133,0.000451530498690171,0.000382429121965697,0.000337717093890677,0.481598288051245,0.241632659118079,0.502625750088339,0.419013092861571,0.311154948451466,0.259647368005783,0.631137323839043,0.426728109513127,0.641078799327184,0.57823062067051,0.489739296012513,0.432481007103448
2039,53806720.7511136,2.0394659366675e-05,58354292.5594192,1.59612264692438e-05,2.01154601466722e-05,2.25584904823278e-05,72814345.882616,2.54183496787824e-05,79495552.7543001,2.16169859515299e-05,2.61446531602385e-05,2.90696251993025e-05,1621132736.35949,0.000534449194911456,1742308086.50755,0.000469644062581375,0.000558022894528638,0.00060068732209503,1188026844.62364,0.000414007097530719,1294690584.88303,0.000350969551127089,0.000424598595060272,0.000472235595174356,1402248513.12857,0.000143394519912783,1643379440.03251,0.000311239001284356,0.000222860169337092,0.000180195741770701,1835354404.86442,0.00026383661729352,2090996941.65703,0.000429913512738641,0.000356284468805459,0.000308647468691375,0.46380141881412,0.211545105127904,0.485390168806255,0.398573122771519,0.285395060604633,0.230758931918243,0.607053577902289,0.389229274423429,0.617598914626915,0.550547876669743,0.456258414725614,0.395254402321684
2040,49287182.3805016,1.92489593108813e-05,53018586.3277251,1.46773989846841e-05,1.86877172177719e-05,2.11589712404527e-05,72451836.9132532,2.53514042088453e-05,79535228.4161223,2.16511253404943e-05,2.61229707707343e-05,2.91493484508665e-05,1670419918.73999,0.000553698154222337,1795326672.83528,0.000484321461566059,0.00057671061174641,0.000621846293335482,1260478681.53689,0.000439358501739564,1374225813.29916,0.000372620676467583,0.000450721565831006,0.000501384943625222,1352961330.74807,0.000124145560601901,1590360853.70479,0.000296561602299672,0.00020417245211932,0.000159036770530248,1762902567.95117,0.000238485213084675,2011461713.2409,0.000408262387398147,0.000330161498034724,0.000279498120240508,0.44749941178512,0.183147763838294,0.469730546968114,0.379777224046268,0.261463542452275,0.203662722230065,0.583089733803726,0.351829201730538,0.594107311284122,0.52282141371726,0.422805299938602,0.357925703826722
2041,45689382.4677862,1.82862512862788e-05,49832850.2675171,1.38159099804921e-05,1.77629054662334e-05,2.02684055654783e-05,72373905.5090071,2.53337752295414e-05,78731280.1168204,2.13465134351734e-05,2.58969034916667e-05,2.87968536111507e-05,1716109301.20778,0.000571984405508616,1845159523.10279,0.000498137371546551,0.000594473517212644,0.00064211469890096,1332852587.0459,0.000464692276969105,1452957093.41598,0.000393967189902757,0.000476618469322673,0.000530181797236373,1307271948.28028,0.000105859309315623,1540528003.43727,0.000282745692319179,0.000186409546653087,0.00013876836496477,1690528662.44216,0.000213151437855133,1932730433.12408,0.000386915873962973,0.000304264594543058,0.000250701266629358,0.43238739689268,0.156170673269533,0.455011867268088,0.362084549406742,0.238716339589021,0.177706972254978,0.559151665946335,0.314455136477001,0.570853162902249,0.495485037218712,0.389641687241631,0.321048410741899
2042,40786608.0248192,1.68844662164022e-05,44756654.6248392,1.25880747721586e-05,1.63670185505594e-05,1.89107646612987e-05,72206171.9402381,2.52102434749745e-05,78564555.6225018,2.13310811168373e-05,2.5855503902281e-05,2.8719064022365e-05,1756895909.2326,0.000588868871725018,1889916177.72763,0.00051072544631871,0.000610840535763203,0.000661025463562259,1405058758.98614,0.00048990252044408,1531521649.03848,0.000415298271019594,0.000502473973224954,0.000558900861258738,1266485340.25546,8.89748430992204e-05,1495771348.81243,0.000270157617547021,0.000170042528102527,0.000119857600303471,1618322490.50192,0.000187941194380159,1854165877.50158,0.000365584792846136,0.000278409090640777,0.000221982202606993,0.418897001650027,0.131261588996648,0.441792497709026,0.345964242340737,0.217756711562854,0.153489819218413,0.535269076890633,0.277263313459934,0.547648258431106,0.468168423369721,0.356531090919713,0.284270735118878
2043,36271982.6611857,1.56899472376705e-05,40538564.4175648,1.15682386003689e-05,1.52312579156665e-05,1.79081591360409e-05,75307970.9333365,2.61235594013437e-05,81649023.5043005,2.1987574336166e-05,2.65772499241368e-05,2.95775355237648e-05,1793167891.89378,0.000604558818962689,1930454742.1452,0.000522293684919078,0.00062607179367887,0.0006789336226983,1480366729.91947,0.000516026079845423,1613170672.54278,0.00043728584535576,0.00052905122314909,0.000588478396782502,1230213357.59427,7.32848958615499e-05,1455232784.39486,0.000258589378946652,0.000154811270186861,0.00010194944116743,1543014519.56858,0.000161817634978815,1772516853.99728,0.00034359721850997,0.00025183184071664,0.000192404667083228,0.406899843611382,0.108114738336922,0.429818987424989,0.331149938976158,0.198251540276048,0.130556604291984,0.510360550734334,0.238724106220818,0.523532322490691,0.440011103338579,0.322496225580763,0.246393699628644
2044,32214670.9896999,1.45170771802634e-05,36329690.0576189,1.0525704557485e-05,1.40207825985606e-05,1.67454473068103e-05,73535249.6607818,2.58359563634516e-05,79785089.7126444,2.1638911967516e-05,2.62064903205075e-05,2.93103157594035e-05,1825382562.88348,0.000619075896142952,1966784432.20282,0.000532819389476563,0.00064009257627743,0.00069567907000511,1553901979.58025,0.000541862036208875,1692955762.25542,0.000458924757323276,0.000555257713469598,0.000617788712541906,1197998686.60457,5.87678186812865e-05,1418903094.33725,0.000248063674389167,0.0001407904875883,8.520399386062e-05,1469479269.9078,0.000135981678615363,1692731764.28464,0.000321958306542454,0.000225625350396132,0.000163094351323824,0.396244663754341,0.086698183365947,0.419088614414239,0.317670706240109,0.180296505460526,0.109112359844022,0.486038361902465,0.200609190055886,0.499966919869446,0.412300280849494,0.288936155535482,0.20885886616164
2045,27488100.2501088,1.32555693991984e-05,31797765.164395,9.45505778547404e-06,1.28635630908855e-05,1.57104638247903e-05,73240107.8728548,2.54403179658279e-05,79560918.711635,2.15959222926259e-05,2.60965440623284e-05,2.89549447828204e-05,1852870663.13359,0.00063233146554215,1998582197.36721,0.000542274447262037,0.000652956139368316,0.000711389533829901,1627142087.45311,0.000567302354174703,1772516680.96706,0.000480520679615902,0.000581354257531926,0.000646743657324726,1170510586.35447,4.55122492820881e-05,1387105329.17285,0.000238608616603693,0.000127926924497415,6.94935300358297e-05,1396239162.03495,0.000110541360649536,1613170845.573,0.000300362384249828,0.000199528806333804,0.000134139406541004,0.387152823201727,0.0671426883317627,0.409696795200228,0.305562545334855,0.16382340764841,0.0889935167652436,0.461813792842491,0.163077945892289,0.476467728615686,0.384644511001297,0.255516882830119,0.171779121289879
2046,23121512.6133168,1.19668669991683e-05,28228043.9030756,8.44771981489553e-06,1.16091870489887e-05,1.47679007474445e-05,73090641.8155769,2.55503399744427e-05,79542317.8016599,2.15814327800636e-05,2.61453719050359e-05,2.90793036252879e-05,1875992175.74691,0.000644298332541319,2026810241.27029,0.000550722167076933,0.000664565326417304,0.000726157434577345,1700232729.26869,0.000592852694149146,1852058998.76872,0.000502102112395966,0.000607499629436962,0.000675822960950014,1147389073.74115,3.35453822829198e-05,1358877285.26977,0.000230160896788797,0.000116317737448426,5.47256292883851e-05,1323148520.21937,8.49910206750928e-05,1533628527.77134,0.000278780951469765,0.000173383434428768,0.000105060102915716,0.379505255559627,0.0494883725397055,0.401359332371246,0.294744382916176,0.148956665640307,0.0700817213495041,0.437638660504168,0.125384389965363,0.452974031345003,0.357007296444196,0.222035081117575,0.134540122301565
2047,18061131.8591679,1.03969595339746e-05,22885618.3337229,7.21023373619703e-06,1.02674440649841e-05,1.34418836369361e-05,75924439.3228516,2.63507471891815e-05,82285111.0638421,2.22283707621449e-05,2.68630194792179e-05,2.9887095678978e-05,1894053307.60608,0.000654695292075293,2049695859.60401,0.00055793240081313,0.000674832770482288,0.000739599318214281,1776157168.59154,0.000619203441338327,1934344109.83256,0.000524330483158111,0.00063436264891618,0.000705710056628992,1129327941.88198,2.31484227489452e-05,1335991666.93605,0.0002229506630526,0.000106050293383442,4.1283745651449e-05,1247224080.89652,5.86402734859112e-05,1451343416.7075,0.00025655258070762,0.00014652041494955,7.5173007236738e-05,0.373531436722778,0.0341500883503028,0.394599813616392,0.285510946989799,0.135808161670768,0.0528680253956021,0.412526234032744,0.0865100202354408,0.428670219956971,0.328541612155816,0.187634258866118,0.0962666636213072
2048,12526302.2895119,8.6889702270874e-06,17192865.4303297,5.84484468957375e-06,8.57090410364358e-06,1.20228945650674e-05,73276562.6281673,2.55457802760132e-05,79264327.9501884,2.1410695156487e-05,2.59738433862358e-05,2.87910547059477e-05,1906579609.89559,0.000663384262302381,2066888725.03434,0.000563777245502704,0.000683403674585932,0.000751622212779349,1849433731.2197,0.00064474922161434,2013608437.78275,0.000545741178314598,0.000660336492302416,0.00073450111133494,1116801639.59247,1.44594525218577e-05,1318798801.50572,0.000217105818363027,9.74793892797983e-05,2.92608510863816e-05,1173947518.26835,3.30944932098981e-05,1372079088.75731,0.000235141885551133,0.000120546571563314,4.63819525307903e-05,0.369388293250008,0.0213315432534578,0.389521711961837,0.278026030284551,0.124832249270756,0.0374714889339858,0.38828960736167,0.0488231910780191,0.405258630042413,0.301123044450564,0.15437211682701,0.0593967966230159
2049,7092168.84207433,6.72730621425469e-06,11318380.3057644,4.40035594175827e-06,6.82648617190558e-06,1.0158834878255e-05,67582565.2253086,2.3372640519252e-05,73544725.6655735,1.98742895102826e-05,2.38953360044581e-05,2.66123905246381e-05,1913671778.73766,0.000670111568516635,2078207105.3401,0.000568177601444462,0.000690230160757838,0.000761781047657604,1917016296.44501,0.000668121862133592,2087153163.44832,0.00056561546782488,0.000684231828306874,0.000761113501859578,1109709470.7504,7.73214630760306e-06,1307480421.19996,0.000212705462421268,9.06529031078927e-05,1.91020162081265e-05,1106364953.04304,9.72185269064603e-06,1298534363.09174,0.00021526759604085,9.66512355588563e-05,1.97695620061522e-05,0.367042519344294,0.011406974998076,0.386178704015285,0.272390927994108,0.116090241039573,0.0244620700486994,0.365936301692148,0.0143423218037315,0.383536387487817,0.275672000075372,0.123771714397785,0.0253169301793841
2050,3004831.07253593,5.24842974791191e-06,6927182.83203421,2.93230950031549e-06,4.87153772472674e-06,8.89196221788803e-06,0,0,0,0,0,0,1916676609.8102,0.000675359998264547,2085134288.17214,0.000571109910944778,0.000695101698482564,0.000770673009875492,1917016296.44501,0.000668121862133592,2087153163.44832,0.00056561546782488,0.000684231828306874,0.000761113501859578,1106704639.67786,2.4837165596912e-06,1300553238.36792,0.000209773152920953,8.57813653831659e-05,1.02100539902385e-05,1106364953.04304,9.72185269064603e-06,1298534363.09174,0.00021526759604085,9.66512355588563e-05,1.97695620061522e-05,0.366048654917489,0.00366414337903129,0.384132684476349,0.268635808135573,0.109851742664912,0.0130750101554182,0.365936301692148,0.0143423218037315,0.383536387487817,0.275672000075372,0.123771714397785,0.0253169301793841
2051,339686.634814968,2.48371655969066e-06,2018875.27618443,8.46499709703405e-07,1.84591643617214e-06,5.80899439448274e-06,0,0,0,0,0,0,1917016296.44501,0.000677843714824238,2087153163.44832,0.000571956410654481,0.000696947614918737,0.000776482004269975,1917016296.44501,0.000668121862133592,2087153163.44832,0.00056561546782488,0.000684231828306874,0.000761113501859578,1106364953.04304,5.42101086242752e-19,1298534363.09174,0.000208926653211249,8.39354489469938e-05,4.40105959575575e-06,1106364953.04304,9.72185269064603e-06,1298534363.09174,0.00021526759604085,9.66512355588563e-05,1.97695620061522e-05,0.365936301692148,7.99743472406934e-16,0.383536387487818,0.267551779362413,0.107487859362034,0.00563600339078746,0.365936301692148,0.0143423218037315,0.383536387487817,0.275672000075372,0.123771714397785,0.0253169301793841
2052,0,0,0,0,1.10349785896815e-06,4.40105959576156e-06,0,0,0,0,0,0,1917016296.44501,0.000677843714824238,2087153163.44832,0.000571956410654481,0.000698051112777705,0.000780883063865736,1917016296.44501,0.000668121862133592,2087153163.44832,0.00056561546782488,0.000684231828306874,0.000761113501859578,1106364953.04304,5.42101086242752e-19,1298534363.09174,0.000208926653211249,8.28319510880256e-05,-5.85469173142172e-18,1106364953.04304,9.72185269064603e-06,1298534363.09174,0.00021526759604085,9.66512355588563e-05,1.97695620061522e-05,0.365936301692148,7.99743472406934e-16,0.383536387487818,0.267551779362413,0.106074718380969,-7.49752684152004e-15,0.365936301692148,0.0143423218037315,0.383536387487817,0.275672000075372,0.123771714397785,0.0253169301793841
