"year","sum_saved_kw_direct_prio","sum_saved_ghg_direct_prio","sum_saved_kw_prio","sum_saved_ghg_old_prio","sum_saved_ghg_neutral_prio","sum_saved_ghg_decarb_prio","sum_saved_kw_direct_rand","sum_saved_ghg_direct_rand","sum_saved_kw_rand","sum_saved_ghg_old_rand","sum_saved_ghg_neutral_rand","sum_saved_ghg_decarb_rand","cum_saved_kw_direct_prio","cum_saved_ghg_direct_prio","cum_saved_kw_prio","cum_saved_ghg_old_prio","cum_saved_ghg_neutral_prio","cum_saved_ghg_decarb_prio","cum_saved_kw_direct_rand","cum_saved_ghg_direct_rand","cum_saved_kw_rand","cum_saved_ghg_old_rand","cum_saved_ghg_neutral_rand","cum_saved_ghg_decarb_rand","remain_kw_direct_prio","remain_ghg_direct_prio","remain_kw_prio","remain_ghg_old_prio","remain_ghg_neutral_prio","remain_ghg_decarb_prio","remain_kw_direct_rand","remain_ghg_direct_rand","remain_kw_rand","remain_ghg_old_rand","remain_ghg_neutral_rand","remain_ghg_decarb_rand","relative_kw_direct_prio","relative_ghg_direct_prio","relative_kw_prio","relative_ghg_old_prio","relative_ghg_neutral_prio","relative_ghg_decarb_prio","relative_kw_direct_rand","relative_ghg_direct_rand","relative_kw_rand","relative_ghg_old_rand","relative_ghg_neutral_rand","relative_ghg_decarb_rand"
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023381249.48806,0.000677843714824238,3385687526.54006,0.00078088306386573,0.00078088306386573,0.00078088306386573,3023381249.48806,0.000677843714824238,3385687526.54006,0.00078088306386573,0.00078088306386573,0.00078088306386573,1,1,1,1,1,1,1,1,1,1,1,1
2024,142790410.583089,4.31564687338888e-05,159464809.984431,4.3988623153708e-05,5.018336656332e-05,5.27094766471868e-05,40359565.4154926,1.40639788472628e-05,44449392.2857831,1.20613892268379e-05,1.45176697454748e-05,1.62408870256308e-05,142790410.583089,4.31564687338888e-05,159464809.984431,4.3988623153708e-05,5.018336656332e-05,5.27094766471868e-05,40359565.4154926,1.40639788472628e-05,44449392.2857831,1.20613892268379e-05,1.45176697454748e-05,1.62408870256308e-05,2880590838.90497,0.00063468724609035,3226222716.55563,0.000736894440712022,0.00073069969730241,0.000728173587218543,2983021684.07256,0.000663779735976976,3341238134.25428,0.000768821674638892,0.000766365394120256,0.0007646421768401,0.952771285259751,0.93633271535891,0.952900316779265,0.94366810449705,0.935735106976339,0.93250016668789,0.986650851452384,0.979251885737541,0.986871383747806,0.984554167217908,0.981408650773388,0.979201896190153
2025,103160967.887079,3.19920915755394e-05,113008361.210487,3.07105698816746e-05,3.54432105446607e-05,3.75394068645921e-05,42019387.7213956,1.46290219887807e-05,46281095.02576,1.25081300187862e-05,1.51189437739286e-05,1.68183867735207e-05,245951378.470168,7.51485603094282e-05,272473171.194918,7.46991930353826e-05,8.56265771079807e-05,9.02488835117789e-05,82378953.1368882,2.86930008360434e-05,90730487.3115431,2.45695192456241e-05,2.96366135194034e-05,3.30592737991515e-05,2777429871.01789,0.00060269515451481,3113214355.34514,0.000706183870830348,0.00069525648675775,0.000690634180353951,2941002296.35117,0.000649150713988195,3294957039.22852,0.000756313544620106,0.000751246450346327,0.000747823790066579,0.918650226956387,0.889135860278775,0.919522055990392,0.904340103541768,0.890346479427931,0.884427147049386,0.972752707535367,0.957670182361308,0.973201753971589,0.968536237520643,0.962047309141668,0.957664245353852
2026,89112130.1325717,2.78792273135044e-05,98413863.1153211,2.70152313145961e-05,3.13291545449931e-05,3.31018264848447e-05,42312466.0209583,1.48034544725051e-05,45794316.82757,1.24285714554657e-05,1.51203791733655e-05,1.67686850135095e-05,335063508.60274,0.000103027787622933,370887034.310239,0.000101714424349979,0.000116955731652974,0.000123350709996624,124691419.157846,4.34964553085486e-05,136524804.139113,3.69980907010898e-05,4.4756992692769e-05,4.9827958812661e-05,2688317740.88532,0.000574815927201306,3014800492.22982,0.000679168639515752,0.000663927332212757,0.000657532353869107,2898689830.33021,0.00063434725951569,3249162722.40095,0.00074388497316464,0.000736126071172961,0.000731055105053069,0.889175899116436,0.848006575306747,0.890454440522673,0.869744358590074,0.850226318043077,0.842036899371359,0.958757626356597,0.935831144617418,0.959675899483071,0.95262019063657,0.942684129335318,0.936190242664517
2027,82935913.5581255,2.60242542594318e-05,90194091.2736956,2.4509272995863e-05,2.84612873998207e-05,3.02366843832926e-05,42139528.9855857,1.4665482975642e-05,46232917.0733339,1.25918812256642e-05,1.51841509995827e-05,1.69111508000507e-05,417999422.160865,0.000129052041882364,461081125.583934,0.000126223697345842,0.000145417019052794,0.000153587394379916,166830948.143432,5.81619382841906e-05,182757721.212447,4.9589971926754e-05,5.99411436923516e-05,6.67391096127116e-05,2605381827.32719,0.000548791672941874,2924606400.95613,0.000654659366519889,0.000635466044812936,0.000627295669485814,2856550301.34462,0.000619681776540048,3202929805.32761,0.000731293091938976,0.000720941920173379,0.000714143954253019,0.861744388924935,0.8096138695985,0.863814624955916,0.838357747546763,0.813778751541987,0.80331575688223,0.944819745054752,0.91419565157542,0.946020499594299,0.936495009020607,0.923239283234528,0.914533798079417
2028,76372792.3304727,2.42098376421402e-05,82636394.1969222,2.25111868169947e-05,2.63430321185149e-05,2.78812036392109e-05,42642497.1678581,1.47657738378543e-05,46263898.4189569,1.24885719406905e-05,1.50733307375153e-05,1.67291758171074e-05,494372214.491338,0.000153261879524505,543717519.780857,0.000148734884162836,0.000171760051171309,0.000181468598019127,209473445.31129,7.29277121220449e-05,229021619.631404,6.20785438674445e-05,7.5014474429867e-05,8.3468285429819e-05,2529009034.99672,0.000524581835299734,2841970006.7592,0.000632148179702894,0.000609123012694421,0.000599414465846603,2813907804.17677,0.000604916002702194,3156665906.90866,0.000718804519998286,0.000705868589435863,0.000697414778435911,0.836483667226868,0.773897911608954,0.839407058235968,0.809529888602616,0.780043825869371,0.767611046498084,0.930715504256448,0.892412202802596,0.932355949024791,0.920502125426914,0.90393635372432,0.893110390925099
2029,72887532.0394834,2.31686821493225e-05,78743018.672452,2.12228940303469e-05,2.48102944119797e-05,2.64164616518478e-05,43040099.8472262,1.49602759873166e-05,46797713.9497349,1.26008257632062e-05,1.52075443180849e-05,1.69882058377249e-05,567259746.530821,0.000176430561673827,622460538.453309,0.000169957778193183,0.000196570345583289,0.000207885059670975,252513545.158516,8.78879881093615e-05,275819333.581139,7.46793696306507e-05,9.02220187479518e-05,0.000100456491267544,2456121502.95724,0.000501413153150411,2763226988.08675,0.000610925285672547,0.000584312718282441,0.000572998004194756,2770867704.32954,0.000589955726714877,3109868192.95892,0.00070620369423508,0.000690661045117779,0.000680426572598186,0.812375714565646,0.739717935247692,0.816149442742751,0.78235181929569,0.748271726357881,0.733782086857092,0.916479754182085,0.870341811560279,0.918533730174737,0.904365489423021,0.884461550105452,0.871355269545432
2030,70033964.999744,2.21610733276827e-05,75323224.2193481,2.02772470662679e-05,2.36889121454635e-05,2.51856129854395e-05,42785619.4437762,1.48304701940607e-05,46488073.9053669,1.2535074978292e-05,1.51164102136319e-05,1.68645186135119e-05,637293711.530565,0.00019859163500151,697783762.672657,0.000190235025259451,0.000220259257728753,0.000233070672656414,295299164.602293,0.000102718458303422,322307407.486506,8.72144446089428e-05,0.000105338428961584,0.000117321009881056,2386087537.95749,0.000479252079822729,2687903763.8674,0.000590648038606279,0.000560623806136978,0.000547812391209316,2728082084.88576,0.000575125256520816,3063380119.05356,0.000693668619256787,0.000675544634904147,0.000663562053984675,0.789211594919272,0.707024450240711,0.79390190110493,0.75638474688169,0.717935670626063,0.701529353828463,0.902328174902753,0.848462918432375,0.904802966912933,0.888313053970986,0.865103452954774,0.849758542206995
2031,67017636.948754,2.15297616841265e-05,71165719.771093,1.89576138739125e-05,2.23792130566359e-05,2.383790393815e-05,42109283.5533251,1.47667276738931e-05,45861864.7517262,1.25136771105846e-05,1.51951550319847e-05,1.68795022721648e-05,704311348.47932,0.000220121396685636,768949482.44375,0.000209192639133364,0.000242638470785389,0.000256908576594564,337408448.155618,0.000117485185977315,368169272.238232,9.97281217195274e-05,0.000120533583993568,0.000134200512153221,2319069901.00874,0.000457722318138602,2616738044.09631,0.000571690424732367,0.000538244593080342,0.000523974487271166,2685972801.33244,0.000560358528846923,3017518254.30183,0.000681154942146203,0.000660349479872162,0.00064668255171251,0.767045142388649,0.675262318036374,0.772882324072723,0.732107598674552,0.68927681747352,0.671002498987814,0.888400297444211,0.826678062497373,0.891257161403056,0.872288020659806,0.845644515073906,0.82814262677325
2032,64223090.9007297,2.0624664335532e-05,68664450.8743192,1.83660699778707e-05,2.15829328617341e-05,2.30917052024419e-05,43475763.3827623,1.51024077262467e-05,47643973.0825448,1.29643214743778e-05,1.5628574227882e-05,1.73605972273299e-05,768534439.380049,0.000240746061021168,837613933.318069,0.000227558709111234,0.000264221403647123,0.000280000281797006,380884211.53838,0.000132587593703562,415813245.320777,0.000112692443193905,0.00013616215822145,0.00015156110938055,2254846810.10801,0.00043709765380307,2548073593.22199,0.000553324354754496,0.000516661660218608,0.000500882782068724,2642497037.94968,0.000545256121120676,2969874281.21928,0.000668190620671825,0.00064472090564428,0.00062932195448518,0.745803001354796,0.644835445463129,0.752601524283591,0.708587982450645,0.661637681909625,0.641431227345518,0.874020449255986,0.804397989088176,0.877184990622655,0.855685891513608,0.825630539933361,0.805910620432394
